,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type,Date_Posted_Complete
893,Firmware Engineer,90800.0,115000.0,0.0,0.0,1.0,Tree Top Staffing LLC,,6.0,10.0,Full-time,nan,"firmware,organizationalskills,1year,communicationskills,bachelor'sdegree,debugging,computerscience",https://www.simplyhired.com/job/LrgUjciD97WL-sGEMlwyvXHTyOfoAVdXK-qbn9ps0AlNdeR36Tmwig,Others,,Remote,7,0,102900.0,1,6/10/2023
894,Business Intelligence Developer III,113000.0,165000.0,0.0,0.0,1.0,Indeed,4.3,29.0,9.0,Full-time,"401(k),visioninsurance,paidtimeoff,401(k)matching,tuitionreimbursement,healthinsurance,dentalinsurance,rsu,parentalleave,lifeinsurance","businessintelligence,distributedsystems,analytics,datawarehouse,3years,python,sql,master'sdegree,numpy,tableau,pandas,etl,5years,computerscience,r,datamodeling",https://www.simplyhired.com/job/dCnsAEGkIiX1gL6e_Sc281pEoxsWbZMWdTUPezaFPLnus7Ena2t3bw,Software Developer,,Remote,16,10,139000.0,1,29/9/2023
895,Data Scientist (Mid-Level),101000.0,127000.0,0.0,0.0,1.0,Swingtech,5.0,6.0,10.0,nan,"visioninsurance,disabilityinsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k)","datascience,dataanalytics,r,java,powerbi,c++,analysisskills,tableau,6years,datamining,sql,bachelor'sdegree,sharepoint,python,businessintelligence,humanresources,javascript,datawarehouse,computerscience",https://www.simplyhired.com/job/UgX1LoIA61BLCaD7oCBtG4tutiCcRiYWG5VG_7sAPOfWUjZmrz7qzA,Data Scientist,,Remote,19,8,114000.0,0,6/10/2023
896,Test Automation Engineer,65000.0,82000.0,0.0,0.0,1.0,TELUS Agriculture & Consumer Goods,4.0,,,Full-time,"401(k),401(k)matching","apis,softwaretroubleshooting,3years,databasedesign,continuousimprovement,.net,googlecloudplatform,sdlc,azure,analysisskills,grocerystore,communicationskills,sql,bachelor'sdegree,ci/cd,scrum,oop,relationaldatabases,computerscience,restfulapi,performancetesting",https://www.simplyhired.com/job/cGi39PcquQzi1Bs4ElPgzYHSW4lVrnre22ksFsugew3-X-uT_s3AWA,Others,,Remote,21,2,73500.0,1,nan
897,SQL Server DBA-Remote,90000.0,100000.0,1.0,0.0,0.0,Aries Solutions,,24.0,9.0,"Full-time,Contract","visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k)","pl/sql,microsoftsqlserver,perl,powershell,ssrs,english,azure,analysisskills,databaseadministration,bash,shellscripting,scripting,sql,bachelor'sdegree,rootcauseanalysis,management,businessintelligence,softwaredevelopment,etl,5years,computerscience",https://www.simplyhired.com/job/AOnLdHKrS0_xQhGC1xc3ODMObJtkPjePG9mW8xNkFu9QBhqca1LuNA,Others,senior,Remote,21,7,95000.0,2,24/9/2023
898,Website Administrator,77000.0,97600.0,0.0,0.0,1.0,Center for Responsive Schools,4.0,,,Full-time,nan,"marketingautomation,html5,3years,css,jquery,responsivewebdesign,communicationskills,bachelor'sdegree,analytics,computerskills,confluence,jira,javascript,websitemanagement,microsoftoffice,googleanalytics,marketing,wordpress,computerscience",https://www.simplyhired.com/job/zQbRflKVWQMvz5yvYs3gnJiVbZmPEQdGIeNpCofUZVfOodOG-XMPQw,Web Developer,,Remote,19,0,87300.0,1,nan
899,Software Engineer II,105000.0,130000.0,0.0,0.0,1.0,"HealthMine Services, Inc.",5.0,,,Full-time,"visioninsurance,disabilityinsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k),parentalleave","react,aws,kanban,3years,sdlc,spring,vue.js,github,databases,springboot,designpatterns,googledocs,trello,sql,bachelor'sdegree,sharepoint,managementinformationsystems,jira,rest,rally,javascript,agile,scrum,computerscience",https://www.simplyhired.com/job/OYCS_xpVoW7rW8cZgpcbL0cHWgzrQ8PPN6gySuPwHDKMXqFUFFzJsw,Software Engineer,,Remote,24,9,117500.0,1,nan
900,Software Engineer,99600.0,126000.0,0.0,0.0,1.0,Graham Technologies,5.0,,,Full-time,"visioninsurance,paidtimeoff,flexibleschedule,healthinsurance,dentalinsurance,401(k),lifeinsurance","pl/sql,xml,html5,.net,topsecretclearance,analysisskills,communicationskills,it,mcsd,sql,bachelor'sdegree,computerengineering,7years,jsp,ajax,javascript,mcsa,computerscience,negotiation,xslt",https://www.simplyhired.com/job/plOM1q6AnnTqorCZh63rlHLyUCHSYLukSxBidA4Nv5UBIi0iz2xmdw,Software Engineer,,Remote,20,7,112800.0,1,nan
901,Adult Learning Technical Assistance Associate,,60000.0,1.0,0.0,0.0,American Institutes for Research,3.7,,,Full-time,nan,"blackboard,ux,html5,lms,1year,scorm,moodle,adobecreativesuite,master'sdegree,education,css,bachelor'sdegree,instructionaldesign,canvas,computerscience,adulteducation,management,teaching",https://www.simplyhired.com/job/2yllgsAns8ygRM-xlTtJs4qAx-628b7fs00teqmo-eF27bT40T7rwg,Others,,Remote,18,0,,1,nan
902,Senior Software Engineer,140000.0,200000.0,0.0,0.0,1.0,Spresso,,4.0,10.0,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","distributedsystems,apis,react,microservices,docker,kubernetes,4years,mongodb,applicationdevelopment,typescript,node.js,elasticsearch,redis,communicationskills,sql,ci/cd,jenkins,debugging,computerscience",https://www.simplyhired.com/job/sNZt7ElXI3vkO5FQ2y-aCyzVdub3Xpzb_qTlc_qv4fisfqrficeAMg,Software Engineer,senior,Remote,19,5,170000.0,1,4/10/2023
903,Front-end,96100.0,115740.0,1.0,0.0,0.0,AVS solutions,4.0,28.0,9.0,Contract,nan,"wcag,webdesign,html5,react,front-enddevelopment,angular,10years,ux,usability,less,vue.js,reactnative,css,git,responsivewebdesign,9years,communicationskills,bachelor'sdegree,webaccessibility,ajax,uidesign,8years,javascript,sass,debugging,computerscience,restfulapi",https://www.simplyhired.com/job/wClaCidZRryUX6KanTMMs6W3DBH2gsX52ZYiVOXI1rxPoz8Kd0WtrA,Others,,Remote,27,0,105920.0,1,28/9/2023
904,Data Engineer,88900.0,113000.0,0.0,0.0,1.0,Logistics Management Institute,3.9,,,Full-time,nan,"naturallanguageprocessing,datascience,java,2years,dodexperience,predictiveanalytics,json,databases,communicationskills,oop,sql,bachelor'sdegree,analysisskills,etl,python,datamining",https://www.simplyhired.com/job/JIDPSTLuc_Jtu-iVig4VyuwSNMOW9KAhiifH66F3lqnYVRPJcmthZA,Data Engineer,,Remote,16,0,100950.0,1,nan
905,Virtual Computer Science Instructor,60000.0,90000.0,1.0,0.0,0.0,American Straight A Academy,,,,Part-time,flexibleschedule,"1year,master'sdegree,bachelor'sdegree,highschooldiplomaorged,teaching",https://www.simplyhired.com/job/Xp0S2pJE7vXKD_171MLB48S4l3AoUFMM8KgvNF3EMSa9sCaEZKR4Rg,Others,,Remote,5,1,75000.0,1,nan
906,Infrastructure Engineer,120000.0,,0.0,0.0,1.0,"Insight Service Group, ISG",2.9,3.0,10.0,Full-time,"visioninsurance,paidtimeoff,healthsavingsaccount,healthinsurance,dentalinsurance,401(k)","organizationalskills,informationsystems,scripting,firewall,computernetworking,communicationskills,softwaretroubleshooting,windows,activedirectory,bachelor'sdegree,linux,5years,computerscience,management,systemadministration",https://www.simplyhired.com/job/jF1l4bjn2yB0UcBLmM1LLqx4q8uyuVNlhJX91msydmwCqaAZ7KxwZw,Others,,Remote,15,6,,1,3/10/2023
907,Data Engineer II,80320.0,120480.0,0.0,0.0,1.0,Critical Path Institute (C-Path),,26.0,9.0,Full-time,nan,"datascience,apis,aws,3years,datamodeling,devops,clinicaltrials,databases,azure,datamanagement,analysisskills,sparql,git,owl,nosql,cloudcomputing,communicationskills,sql,bachelor'sdegree,python,datastructures,c,json,clinicalresearch,rdf,etl,computerscience",https://www.simplyhired.com/job/FKGfVgGbb2y8KpGpM18d819DVsYkS3q48QxkLwYAOH_5LT1BWap5VQ,Data Engineer,,Remote,27,0,100400.0,1,26/9/2023
908,K12 Technical Consultant – Microsoft 365,82900.0,105000.0,0.0,0.0,1.0,CDW,3.7,,,Full-time,nan,"timemanagement,informationsystems,communicationskills,azure,bachelor'sdegree,customerservice,3years,computerscience,systemadministration,intune",https://www.simplyhired.com/job/v4vQ4fNfoZYHDrgFjtHYK9bxZljjKi1E5K9zHgRTkaZOy3Xh3x3tiw,Others,,Remote,10,0,93950.0,1,nan
909,Data and Insights Analyst - Ad Agency,86200.0,109000.0,0.0,0.0,1.0,Goodway Group,4.0,6.0,10.0,nan,nan,"analytics,aws,marketing,python,sql,bachelor'sdegree,tableau,linux,apachehive,hadoop,computerscience,r,4years",https://www.simplyhired.com/job/X7pN5l95IDzdZTWybZXl9I025JCuhU5cn-B4ljyMKO8shuQQHlxfzQ,Analyst,,Remote,13,0,97600.0,0,6/10/2023
910,Systems Engineer,69200.0,87600.0,0.0,0.0,1.0,WebstaurantStore,2.8,26.0,9.0,Full-time,workfromhome,"vmware,dns,virtualization,activedirectory,microsoftwindowsserver,ansible,azure,windows,sql,sharepoint,linux,2years,computerskills,computerscience,associate'sdegree,systemadministration",https://www.simplyhired.com/job/bWewQ8pA-Zu7GR18VhHii1d03sTnPZRizvKv-dJzxig1iAuidKy78A,Others,,Remote,16,1,78400.0,1,26/9/2023
911,IT Network Security Administrator I,47438.0,65000.0,0.0,0.0,1.0,DigitalHands,3.8,,,Full-time,"visioninsurance,flexiblespendingaccount,healthsavingsaccount,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),parentalleave,lifeinsurance","firewall,computernetworking,customerservice,timemanagement,comptiaa+,tcp,comptiasecurity+,dns,1year,ipsec,windows,analysisskills,ftp,communicationskills,it,bachelor'sdegree,ccna,tcp/ip,ssl,computerscience,vpn,comptianetwork+",https://www.simplyhired.com/job/YIiMs2HN7-8reMIHwPTVfF-AS6CbLgAN0YubL895zmFLPdFTu2zUEw,Security Engineer,,Remote,22,11,56219.0,1,nan
912,Business Analyst,55341.0,75000.0,0.0,0.0,1.0,ConServe,3.1,,,Full-time,"paidsicktime,visioninsurance,disabilityinsurance,paidtimeoff,401(k)matching,tuitionreimbursement,paidholidays,healthinsurance,dentalinsurance,401(k),lifeinsurance","businessadministration,under1year,3years,4years,business,1year,analysisskills,highschooldiplomaorged,associate'sdegree,businessrequirements,typing,communicationskills,it,sql,computerskills,noexperienceneeded,organizationalskills,microsoftoffice,2years,computerscience",https://www.simplyhired.com/job/oQk1WzJnCkzwkWsZmdcEr3x2974PDtG0VQGmmYCjFF5xUYdBOCqDnw,Analyst,,Remote,20,11,65170.5,1,nan
913,IT Database Administrator,79400.0,101000.0,0.0,0.0,1.0,"Alliance Inspection Management, LLC",3.0,,,Full-time,"visioninsurance,disabilityinsurance,healthinsurance,dentalinsurance,401(k),lifeinsurance","oracle,rootcauseanalysis,pl/sql,scripting,aws,postgresql,microsoftsqlserver,1year,communicationskills,unix,sql,bachelor'sdegree,shellscripting,analysisskills,computerscience,microsoftpowerpoint",https://www.simplyhired.com/job/7_8-hMbjA5939elxEEtJfM0DtA6tmgBvFUwDa_fijA0EaauMxAOwwg,IT Engineer,,Remote,16,6,90200.0,1,nan
914,Software Engineer,81900.0,104000.0,0.0,0.0,1.0,SMTC,3.3,,,nan,"disabilityinsurance,paidtimeoff,401(k)matching,tuitionreimbursement,healthinsurance,professionaldevelopmentassistance,401(k)","xml,projectmanagement,microsoftsqlserver,c#,supplychainmanagement,devops,enterprisesoftware,english,edi,visualbasic,asp.net,powerbi,c++,azure,microsoftproject,git,oracle,microsoftdynamicsgp,webservices,etl,crystalreports,sql,bachelor'sdegree,t-sql,mrp,rest,ssis,c,soap,softwaredevelopment,computerscience",https://www.simplyhired.com/job/v_5zps2Pyi7ceZRWPsfkpgce9b5SIQvJ7acQsUgGcNBpPeYc7udGQA,Software Engineer,,Remote,31,7,92950.0,0,nan
915,"Software Engineer, Gameplay - Reality Labs",143000.0,204000.0,0.0,0.0,1.0,Meta,4.1,3.0,10.0,nan,nan,"machinelearning,ux,computergraphics,math,c#,c++,windows,computerengineering,bachelor'sdegree,5years,computerscience,unity",https://www.simplyhired.com/job/XUBfXcHg2PrdurmQbGJlauXq80poFVwP5Sctkv6_40UfJEEaBAqxxQ,Software Engineer,,Remote,12,0,173500.0,0,3/10/2023
916,Software Engineer,101000.0,128000.0,0.0,0.0,1.0,"Itential, Inc.",4.3,,,Full-time,"401(k),healthinsurance,dentalinsurance,visioninsurance","mongodb,apis,javascript,react,aws,agile,html5,computernetworking,ansible,3years,python,docker,bachelor'sdegree,css,node.js,linux,softwaredevelopment,computerscience",https://www.simplyhired.com/job/RFDgOgbLpZvj4ywsrvZiB2Q5D_XnE1KVjD1ZWqJxDNYUxwA930kj1Q,Software Engineer,,Remote,18,4,114500.0,1,nan
917,Database Engineer,76000.0,92000.0,1.0,0.0,0.0,Nuvolant,,2.0,10.0,Contract,nan,"databasemanagement,oracle,english,informationsystems,aws,postgresql,microsoftsqlserver,django,cybersecurity,databasedevelopment,azure,sql,bachelor'sdegree,python,databaseadministration,2years,computerscience",https://www.simplyhired.com/job/-wD6lbDxxUEN09FUx7APikr1LfTLBF4iBB9ZrfMDa_IpobCEVm4xxw,Others,,Remote,17,0,84000.0,1,2/10/2023
918,SOC Security Analyst Tier 1,82100.0,104000.0,0.0,0.0,1.0,Hill Associates,,,,Full-time,nan,"bachelorofscience,timemanagement,vulnerabilitymanagement,computerskills,systemdesign,agile,engineering,it,bachelor'sdegree,5years,computerscience,informationsecurity",https://www.simplyhired.com/job/IrNtILyItLqw9X0BtKEwS5ifvQIrksZ3myV9MqbjcERt2x2WMaxPXg,Analyst,,Remote,12,0,93050.0,1,nan
919,Citrix Admin,80000.0,120000.0,1.0,0.0,0.0,MetroSys,5.0,3.0,10.0,nan,nan,"loadbalancing,scalability,virtualization,communicationskills,citrixcertification,bachelor'sdegree,analysisskills,citrix,computerscience",https://www.simplyhired.com/job/pRO0wrlcvVgkEGQBwlLIC1Tr_bOkbTCxuo-t9-GZaIFE7GCF_oEegQ,Administrator,,Remote,9,0,100000.0,0,3/10/2023
920,Software Developer,70000.0,120000.0,0.0,0.0,1.0,Synovize,,23.0,9.0,"Full-time,Contract","relocationassistance,retirementplan,visioninsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,flexibleschedule,401(k)matching,tuitionreimbursement,employeeassistanceprogram,healthinsurance,professionaldevelopmentassistance,employeediscount,dentalinsurance,referralprogram,401(k),parentalleave,lifeinsurance","react,aws,front-enddevelopment,softwaretroubleshooting,linux,s3,docker,kubernetes,typescript,azure,css,analysisskills,secretclearance,elasticsearch,git,communicationskills,it,unittesting,bachelor'sdegree,dynamodb,python,rest,postgresql,softwaredevelopment,computerscience,restfulapi,visualstudio",https://www.simplyhired.com/job/oz3TNY8_nh-bRpnO1MvV4h2MX0Y32f1_TYgt4vXe1zGH2Q9v8uInmA,Software Developer,,Remote,27,18,95000.0,2,23/9/2023
921,Data Analyst,63700.0,80700.0,0.0,0.0,1.0,CareMetx LLC,3.0,,,Full-time,nan,"reportwriting,aws,dataanalytics,ssrs,3years,databasedesign,timemanagement,statistics,microsoftexcel,writingskills,mathematics,spss,powerbi,presentationskills,analysisskills,tableau,datamining,googledocs,economics,communicationskills,sas,sql,bachelor'sdegree,microsoftword,computerskills,microsoftoffice,microsoftpowerpoint",https://www.simplyhired.com/job/aH5kvp87tU4HGdSXTVUgN2SmT6OnRN-kk5TtMofpZ4RIevK4KUOjsw,Analyst,senior,Remote,27,0,72200.0,1,nan
922,Workday Accounting Specialist,53700.0,68000.0,0.0,0.0,1.0,ReSource Pro,3.6,3.0,10.0,Full-time,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k)","businessrequirements,accounting,communicationskills,bachelor'sdegree,analysisskills,3years,workday",https://www.simplyhired.com/job/rGQ9h74eADeuMdKZ25qyb_lpBWEGEk0fqyD9r7qEWrkCFu--1_Uihw,Others,,Remote,7,6,60850.0,1,3/10/2023
923,Data Engineer - Remote,103900.0,166100.0,0.0,0.0,1.0,CEDARS-SINAI,4.1,,,Full-time,tuitionreimbursement,"pl/sql,react,powershell,identity&accessmanagement,linux,s3,databasedesign,databases,bash,shellscripting,git,oracle,2years,scripting,epiccertification,communicationskills,redshift,sql,bachelor'sdegree,dynamodb,computerskills,python,datastructures,softwaredevelopment,computerscience",https://www.simplyhired.com/job/70xTexZGHVmuPusxeBPCSNz0cGnpMz5nrbzW_1Amm-aDBxZo187ePw,Data Engineer,,Remote,25,1,135000.0,1,nan
924,Remote Product Manager 2,71681.0,102000.0,0.0,0.0,1.0,Mitchell International,3.3,,,Full-time,"ad&dinsurance,visioninsurance,healthsavingsaccount,flexiblespendingaccount,tuitionreimbursement,healthinsurance,dentalinsurance,401(k)","ui,businessdevelopment,marketresearch,communicationskills,bachelor'sdegree,analysisskills,research&development,2years",https://www.simplyhired.com/job/d69uxhfSyBt7hWusRSzkQO4nbnyMHj8rROrevc9zqLPHEvyXWH1xFQ,Manager,,Remote,8,8,86840.5,1,nan
925,Backend Developer,170000.0,220000.0,0.0,0.0,1.0,ComplyAuto,,6.0,10.0,Full-time,"visioninsurance,healthsavingsaccount,paidtimeoff,unlimitedpaidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k),401(k)5%match","apis,aws,computernetworking,vulnerabilityassessment,nessus,s3,docker,kubernetes,typescript,metasploit,node.js,bash,shellscripting,scripting,communicationskills,bachelor'sdegree,python,management,softwaredeployment,javascript,nmap,2years,computerscience,back-enddevelopment",https://www.simplyhired.com/job/46ddiV4ueAtVJ_qw7-kSunAyYq6ethuXvPmRBTzQKZj8KcGlbLEwSA,Software Developer,,Remote,24,9,195000.0,1,6/10/2023
926,Cloud Infrastructure Engineer,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),lifeinsurance","aws,ansible,python,topsecretclearance,docker,awscertification,bachelor'sdegree,terraform,computerscience,cloudinfrastructure,kubernetes,devops",https://www.simplyhired.com/job/f1LonM5kGAxKoBhaSRMzUrEpdEABQe_fuCzKAmC5IyychPXm2SP5Og,Cloud Engineer,,Remote,12,9,170000.0,2,23/9/2023
927,Business Intelligence Analyst,82000.0,95000.0,0.0,0.0,1.0,KesarWeb,,,,Full-time,nan,"statistics,businessintelligence,business,1year,databases,communicationskills,bachelor'sdegree,dataanalysisskills,analysisskills,computerscience",https://www.simplyhired.com/job/NOBIHpa5P7uM6IcERV58zKaHM-EBIw4KumUt-X7YTretcs12pQ6O_g,Analyst,,Remote,10,0,88500.0,1,nan
928,"Senior Software Engineer, Front End",126000.0,160000.0,0.0,0.0,1.0,Redwood Materials,3.1,,,Full-time,nan,"softwaredeployment,webdesign,typescript,react,html5,vue.js,bachelor'sdegree,css,3years,computerscience",https://www.simplyhired.com/job/SlERUW13fWMIY_koGxAsfFNJUuxv5y83CAekXw6TQKHo33j5-OgYDQ,Software Engineer,senior,Remote,10,0,143000.0,1,nan
929,Technical Support Engineer-PACS/LINUX,76900.0,97400.0,0.0,0.0,1.0,Intelerad,3.0,5.0,10.0,Full-time,nan,"microsoftsqlserver,computernetworking,softwaretroubleshooting,https,linux,tcp,mysql,analysisskills,diagnosticradiology,oracle,communicationskills,tomcat,sql,bachelor'sdegree,tcp/ip,management,ldap,medicalimaging,5years,computerscience",https://www.simplyhired.com/job/R-1LxARyLD33dpusbBKtgpXP3acQp09XFO6pha_kabXwsrk0n-zp7g,Others,,Remote,20,0,87150.0,1,5/10/2023
930,Software Engineer,107000.0,136000.0,0.0,0.0,1.0,Caterpillar,3.8,,,Full-time,workfromhome,"systemsengineering,java,javascript,json,master'sdegree,bachelor'sdegree,2years,python",https://www.simplyhired.com/job/wORmIblVsfINSgDy-VvFDR5hYEBIBJV8R4OeOr_UbilBI6OCjueG5g,Software Engineer,,Remote,8,1,121500.0,1,nan
931,Data & Analytics Consultant - Qlik/Microsoft Power Platform- Remote,94900.0,120000.0,0.0,0.0,1.0,InOutsource LLC,3.0,,,nan,"disabilityinsurance,paidtimeoff,401(k)matching,healthinsurance,401(k)","sqlservermanagementstudio,analytics,microsoftoffice,communicationskills,python,sql,bachelor'sdegree,3years,relationaldatabases,databasedesign,computerskills,supervisingexperience,restfulapi,lawoffice",https://www.simplyhired.com/job/mbvwkfrSSFPiJFaKHVsgEHh28aoDKLweajkd20ycAJ6SbKxwaFQlyg,Others,,Remote,14,5,107450.0,0,nan
932,Technical Data Owner,82400.0,104000.0,0.0,0.0,1.0,Step Up For Students,3.5,,,Full-time,"visioninsurance,disabilityinsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,401(k)matching,tuitionreimbursement,healthinsurance,401(k),lifeinsurance","safe,3years,timemanagement,devops,microsoftexcel,datalake,powerbi,azure,communicationskills,adobexd,sql,bachelor'sdegree,microsoftword,figma,organizationalskills,datawarehouse,agile,microsoftoutlook,negotiation,softwaredevelopment,computerscience,microsoftpowerpoint",https://www.simplyhired.com/job/9ZfbJBwL8amjdwbnzsQiOzfsnNvRLUYpxTk-4fNW7MAi9rRhDzwt7A,Others,,Remote,22,10,93200.0,1,nan
933,Business Analyst,87700.0,111000.0,0.0,0.0,1.0,SunStream Business Services,1.0,,,Full-time,nan,"businessanalysis,writingskills,organizationalskills,agile,businessadministration,it,bachelor'sdegree,banking,lending,5years,computerscience",https://www.simplyhired.com/job/Z4oJEFMmwpgClWODktZzzNsFtp8DEHoSDrlX_hX0N85VIi2IVzH84w,Analyst,,Remote,11,0,99350.0,1,nan
934,NodeJS Developer (Electron),108000.0,114000.0,1.0,0.0,0.0,Alderon Games,,,,Contract,flexibleschedule,"git,english,softwareengineering,scripting,javascript,html5,vue.js,communicationskills,computerengineering,bachelor'sdegree,css,node.js,svn,computerscience",https://www.simplyhired.com/job/v3-rTTCA2G5Qo2KfJ-HDaJhLw1KkZTEJI7e5WSqgT5eefNBNTIerSA,Software Developer,,Remote,14,1,111000.0,1,nan
