,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type
729,IT Cyber Security Specialist - Remote,50000.0,60000.0,0.0,0.0,1.0,MTH Consulting,,,,Full-time,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,401(k)","windows,microsoftexcel,under1year,computerscience,sql,nessus,bachelor'sdegree,sccm",https://www.simplyhired.com/job/VfZBYYtc72SICv9rVF2ZzzKNumbOrUaGptnMWFYnhq8q1_gBbIoUWg,Security Engineer,,Remote,8,5,55000.0,1
730,Analytics Engineer,80300.0,102000.0,0.0,0.0,1.0,EquipmentShare,3.1,25.0,9.0,nan,"healthinsurance,gymmembership,on-sitegym,paidparentalleave,401(k)matching,paidtimeoff,parentalleave,unlimitedpaidtimeoff,401(k)","computerskills,datamodeling,under1year,analytics,machinelearning,communicationskills,bachelor'sdegree,productdevelopment",https://www.simplyhired.com/job/di5IiDoO9X1JDzuT-XZJJh6YQHamA2KSKqM3mMkacM-MfUbx6Ke_VQ,Others,,Physical,8,9,91150.0,0
731,Senior Data Operations Analyst (1554),90000.0,110000.0,0.0,0.0,1.0,Pharmaceutical Strategies Group LLC,,22.0,9.0,nan,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,petinsurance,401(k)","t-sql,azure,windows,ssis,epic,bachelor'sdegree,computerscience,5years,visualbasic,c#,sql,visualstudio,powershell,microsoftsqlserver,communicationskills,sqlservermanagementstudio,databasemanagement,ssrs",https://www.simplyhired.com/job/77iPeZHjEoJ6YLxZaEks8WqkU93UkeFqObshA92y_zTBDTdjcsA2Aw,Analyst,senior,,18,7,100000.0,0
732,Web Developer,84000.0,94000.0,0.0,0.0,1.0,KesarWeb,,,,Full-time,visasponsorship,"php,asp.net,oop,bachelor'sdegree,css,javascript,computerscience,seo,html5,applicationdevelopment,organizationalskills,rubyonrails,bachelorofscience,1year,relationaldatabases",https://www.simplyhired.com/job/KV8icNdqEuPcJXo--redENW4jz1zFZmbzYlQqOKx6Dx2xnlZO25eyg,Web Developer,,,15,1,89000.0,1
733,XR Software Engineer,92873.0,102234.0,0.0,0.0,1.0,Hoth Intelligence,,,,Full-time,"healthinsurance,paidtimeoff,flexibleschedule,visioninsurance","computerengineering,c++,bachelor'sdegree,c#,computerscience,2years,master'sdegree,softwareengineering,unity",https://www.simplyhired.com/job/Ux0ToxD1EFAf2xzEIEXtOUTqCxbHwZK6eTqcAoRtew8bUOqXzH50eg,Software Engineer,,,9,4,97553.5,1
734,Technical Data Migration Consultant,81100.0,103000.0,0.0,0.0,1.0,Galen,4.2,,,Full-time,"healthinsurance,disabilityinsurance,paidtimeoff,dentalinsurance,visioninsurance,retirementplan","t-sql,customerservice,oracle,ssis,epic,informationsystems,computerscience,epiccertification,sql,3years,meditech,microsoftaccess,microsoftsqlserver,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/5YqwH97wdS8sCexETM8N1q4EstWDQsaXYS0OtnXiPoyxGjCOklHtEg,Others,,,15,6,92050.0,1
735,Business Systems Analyst,70700.0,89600.0,0.0,0.0,1.0,Ultimus Fund Solutions,3.3,22.0,9.0,Full-time,nan,"adobeacrobat,it,businessadministration,microsoftoffice,business,computerscience,analysisskills,bachelor'sdegree",https://www.simplyhired.com/job/mu3DZ6etWoSr4Id79D7mlEI6TV3ViJ0qRS7BYuqrr5bFhJvpqEMKkQ,Analyst,,,8,0,80150.0,1
736,"Manager, IT Operations",100000.0,127000.0,0.0,0.0,1.0,Post Acute Analytics Inc,1.5,,,nan,nan,"computerengineering,servermanagement,computerskills,it,bachelor'sdegree,awscertification,computerscience,5years,management,communicationskills,databasemanagement",https://www.simplyhired.com/job/aiHG_v812s89Rm8wekGgBEOGDWkwPwhsSKYmYM4LEYUxQVFROPcaaw,IT Engineer,,,11,0,113500.0,0
737,Client Success Specialist I-Remote,,,,,,Team Cymru Inc,4.0,,,Full-time,"healthinsurance,internetreimbursement,gymmembership,paidparentalleave,employeeassistanceprogram,401(k)matching,dentalinsurance,lifeinsurance,parentalleave,401(k),visioninsurance","it,triage,tcp,unix,dns,computerscience,linux,3years,analysisskills,communicationskills,bachelor'sdegree,vpn,routingprotocols,https",https://www.simplyhired.com/job/WMl0PVE7lj2X4XqCXZ-AsTH8AXpg2Tb5RvQK02an6yvEB3rIXua1xA,Others,,Remote,14,11,,1
738,Jr. Data Analyst,74700.0,94600.0,0.0,0.0,1.0,IT Concepts,5.0,5.0,10.0,Full-time,"healthinsurance,happyhour,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,petinsurance,401(k)","microsoftword,machinelearning,communicationskills,datascience,powerbi,projectmanagementsoftware,analysisskills,predictiveanalytics,bachelor'sdegree,datamining,microsoftoffice,microsoftexcel,projectmanagement,4years,python,tableau,sql,jira,r,microsoftpowerpoint,dataanalysisskills,microsoftproject",https://www.simplyhired.com/job/mvjmwc94pLA689RJxK60pyOhRalQ-5xEwVCPMuPMQf9pbSc9n0qWlA,Analyst,junior,,22,8,84650.0,1
739,Digital Business Intelligence Analyst,91000.0,115000.0,0.0,0.0,1.0,John Deere,4.0,3.0,10.0,nan,"healthinsurance,adoptionassistance,tuitionreimbursement,employeeassistanceprogram,healthsavingsaccount,employeediscount,401(k)","sales,adobeanalytics,analytics,sql,r,tableau,3years,python,organizationalskills,datalake,marketing,powerbi,github,digitalmarketing",https://www.simplyhired.com/job/YSozqLipgGaivqihgnJRilbcijwBtO0ZAXmOHjsXlUZUchRwqyDD4A,Analyst,,,14,7,103000.0,0
740,Freelance Student Network - Computer Science Students,62800.0,79500.0,0.0,0.0,1.0,RV Education Freelance Network,,,,Freelance,nan,communicationskills,https://www.simplyhired.com/job/J_IjO3C3caVhRUALL0yO0TMQT5VkenQlg-V5n7yAz0aw0Msp9k0L4Q,Others,,,1,0,71150.0,1
741,"Software Engineer, Marketplace",104000.0,132000.0,0.0,0.0,1.0,PAYLOCITY CORPORATION,3.4,5.0,10.0,Full-time,"healthinsurance,401(k)matching,dentalinsurance,visioninsurance,401(k)","computerscience,ci/cd,react,microservices,devops,googlecloudplatform,c#,continuousimprovement,rest,analysisskills,bachelor'sdegree,aws,softwaredevelopment,paylocity,azure,ui,restfulapi,sql,unittesting,debugging,apis",https://www.simplyhired.com/job/KtvMAXEe3phE110ONEqKXBp_7PfmiJMIWTk_fjv1S295O-c7oANZEw,Software Engineer,,,21,5,118000.0,1
742,Automation Tester,106000.0,134000.0,0.0,0.0,1.0,Techsur Solutions LLC,,22.0,9.0,Full-time,healthinsurance,"loadrunner,selenium,computerscience,servicenow,communicationskills,microservices,testcases,webservices,soapui,teammanagement,management,analysisskills,rest,bachelor'sdegree,wikisystems,performancetesting,communications,microsoftoffice,softwaretesting,sdlc,ai,sharepoint,testautomation,java,informationsystems,sql,jira,cucumber,2years,confluence,apis",https://www.simplyhired.com/job/sjZ9RROxSxc18dXZ-aVQnTnxJWw14B1-O17tn4q61UTDUwCU55RF8g,Others,,,31,1,120000.0,1
743,"Engineer, Software",90900.0,115000.0,0.0,0.0,1.0,Verint Systems Inc.,3.5,3.0,10.0,Part-time,nan,"vue.js,ansible,computerscience,linux,ci/cd,git,communicationskills,devops,jenkins,googlecloudplatform,javascript,cloudinfrastructure,analysisskills,bachelor'sdegree,postgresql,timemanagement,node.js,typescript,agile,python,computernetworking,sdlc,aws,softwaredevelopment,dynamodb,1year,identity&accessmanagement,azure,docker,jira,databases",https://www.simplyhired.com/job/yN7XX5czh9NnA3NnOSN6QaO8lQSIh6tJ79gVbaxyFfK1xp4M6wID8A,Others,,,31,0,102950.0,1
744,Software Developer,,92040.0,0.0,0.0,1.0,SDH Systems,,,,Full-time,nan,"it,restfulapi,computerinformationsystems,computerscience,bachelor'sdegree,apis",https://www.simplyhired.com/job/zo2ZJxwgHKo57qz5HBmRetoejM_Mt_v6DIahSumh48yThbe9jGMxAQ,Software Developer,,,6,0,,1
745,Power Platform Developer,80000.0,100000.0,0.0,0.0,1.0,Hyertek,,6.0,10.0,Full-time,nan,"azure,softwaretroubleshooting,datamodeling,computerscience,2years,bachelor'sdegree,powerbi,sharepoint,businessintelligence",https://www.simplyhired.com/job/aknp_oyGrfmie8pe3DogxuJmcI76XddCWY6onwugW_vhmzVmCCViEQ,Software Developer,,,9,0,90000.0,1
746,Terraform Engineer,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","healthinsurance,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,401(k)","terraform,docker,ansible,computerscience,awscertification,python,ci/cd,topsecretclearance,aws,kubernetes,bachelor'sdegree,devops",https://www.simplyhired.com/job/_byNcc5mtNbRrObpJeCFD9i_kKiQs95Yu05aoe5GMegczox6lz9huQ,Others,,,12,9,170000.0,2
747,ITSM Analyst,66500.0,84200.0,0.0,0.0,1.0,Community Care of North Carolina Inc,3.5,,,Full-time,nan,"scrum,writingskills,it,softwareengineering,agile,communicationskills,softwaredevelopment,bachelor'sdegree,itservicemanagement",https://www.simplyhired.com/job/pDi8dBrRqHxl29B3vmHeXvLB_ny-pwDkfkCuS3r2Hn5OPukhuT0FtA,Analyst,,,9,0,75350.0,1
748,Senior Healthcare Data Analyst,96469.0,160781.0,0.0,0.0,1.0,Gold Coast Health Plan,3.8,22.0,9.0,Full-time,nan,"azure,computerskills,writingskills,microsoftoffice,microsoftexcel,driver'slicense,bachelor'sdegree,sql,3years,analysisskills,datavisualization,dataanalysisskills,powerbi,research",https://www.simplyhired.com/job/4LO3wuLMgc3fe23OOcfeBpMB8K5PU900Fs4T0FHPblJBxsRpnk__Vg,Analyst,senior,,14,0,128625.0,1
749,"Clinical Data Engineer - Biosense Webster, Inc.",90000.0,140000.0,0.0,0.0,1.0,Johnson & Johnson,4.2,28.0,9.0,nan,"healthinsurance,paidtimeoff","nosql,sql,r,tableau,python,management,s3,aws,2years,bachelor'sdegree,databases,postgresql,relationaldatabases",https://www.simplyhired.com/job/Xe5XqAu3LfJ7j5lv7z5WpZgFI3fiv0PPqyC4XcR5XK8zcpFGPQvC2g,Web Developer,,,13,2,115000.0,0
750,Research Software Engineer,90632.0,129302.0,0.0,0.0,1.0,Sage Bionetworks,,,,nan,"healthinsurance,disabilityinsurance,paidtimeoff,dentalinsurance,ad&dinsurance,retirementplan,flexiblespendingaccount,visioninsurance","continuousintegration,softwareengineering,bachelor'sdegree,computerscience,pandas,r,ci/cd,python,git,organizationalskills,master'sdegree,sage,bachelorofscience,softwaredevelopment,2years,apis,scripting",https://www.simplyhired.com/job/McKTF8cCWrBK46rinYkUrO_nWbgyoUyWNa3yqxxTFFEeC4lKwiQzyg,Software Engineer,,,17,8,109967.0,0
751,Premier Support Engineer,75400.0,95400.0,0.0,0.0,1.0,Motorola Solutions,4.1,30.0,9.0,Full-time,"healthinsurance,paidparentalleave,familyleave,401(k)matching,paidtimeoff,dentalinsurance,parentalleave,employeestockpurchaseplan,401(k),visioninsurance","windows,computerscience,communicationskills,mcse,softwaretroubleshooting,5years,vmware,bachelor'sdegree,virtualization,vpn,lan,dhcp,tcp,mcp,tcp/ip,computernetworking,customerservice,activedirectory,ssl,dns,helpdesk,microsoftsqlserver,microsoftwindowsserver",https://www.simplyhired.com/job/wir6Bst637eYPyx6OKK4VOFQEc1ApVGAxOCDTjmBA5djz-Hdcl9D9g,Others,,,23,10,85400.0,1
752,Data Engineer,100000.0,180000.0,0.0,0.0,1.0,Info Gain Consulting,3.0,,,Full-time,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,flexibleschedule,visioninsurance,401(k)","computerscience,spark,communicationskills,hadoop,googlecloudplatform,cdpgeneralist,secretclearance,bachelor'sdegree,bigdata,datawarehouse,python,aws,java,azure,sql,comptiasecurity+,etl,scala,apis",https://www.simplyhired.com/job/AdGEMmTtPNAouz5nHBZvUXDeMfAKJIHOW-Gt6fpOiIvuO3QdIvGMnA,Data Engineer,,,19,7,140000.0,1
753,PowerShell/Python Automation Engineer,80000.0,,1.0,0.0,0.0,IT First Source,1.0,,,Contract,"healthinsurance,dentalinsurance,401(k)","computerscience,python,computernetworking,powershell,communicationskills,master'sdegree,bachelor'sdegree,scripting",https://www.simplyhired.com/job/6BEo4coWK_qynfCrTGLoMP1jZ3c2LFU7SqaANwLcWWj2py6b3icPWg,Others,,,8,3,,1
754,Azure Data Engineer (Remote),84900.0,107000.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,,,nan,nan,"azure,agile,oop,operatingsystems,computerscience,3years,softwaretesting,applicationdevelopment,softwaredevelopment,bachelor'sdegree",https://www.simplyhired.com/job/q7MWc1e2iMJE0VDKQbMRmM7tbhV7RrjBj3JROPd2ftHHHHc0XLhfpg,Data Engineer,,Remote,10,0,95950.0,0
755,Technical Support Representative,,,,,,Solera,2.7,,,Full-time,nan,"english,customerservice,windows,microsoftoffice,technicalsupport,computerscience,applicationsupport,sql,computernetworking,highschooldiplomaorged,helpdesk,communicationskills,mobileapplications,1year,french,softwaretroubleshooting",https://www.simplyhired.com/job/8jNoUA2inSjakYSk3DF2lzH5lOw1wn8BEO1H-ZNVv9_XIzFI5vV1Cw,Others,,,16,0,,1
756,vCIO,,,,,,NexusTek,3.4,29.0,9.0,Full-time,"healthinsurance,disabilityinsurance,employeeassistanceprogram,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,visioninsurance,401(k)","computerengineering,cloudarchitecture,it,microsoftexcel,informationsystems,computerscience,10years,mentoring,management,communicationskills,pre-sales,bachelor'sdegree",https://www.simplyhired.com/job/p79iLaftrWYoYcAGTKJWunUEwjxYKWZC5VzzTrkE1oy6DSRck5oBJQ,Others,,,12,10,,1
757,Full Stack Developer - 100% REMOTE,80000.0,120000.0,0.0,0.0,1.0,CXT Software,3.6,30.0,9.0,Full-time,"healthinsurance,401(k)matching,paidtimeoff,professionaldevelopmentassistance,dentalinsurance,lifeinsurance,flexibleschedule,referralprogram,visioninsurance,paidtraining,401(k)","computerscience,wcf,git,angular,webservices,associate'sdegree,c#,soapui,html5,rest,bachelor'sdegree,databasedesign,ios,agile,.net,css,designpatterns,iis,1year,full-stackdevelopment,azure,ui,sql,unittesting,cordova,microsoftsqlserver,json",https://www.simplyhired.com/job/ohnGZq1t72GN_vJtjT5A0lH9NafYjS8AtM0HjFGg0UfY0BVEYAEfnw,Software Developer,,Remote,27,11,100000.0,1
758,"Test Engineer, Web Systems, REMOTE (1323)",93900.0,119000.0,0.0,0.0,1.0,Zapata Technology,4.4,6.0,10.0,Full-time,nan,"selenium,computerscience,integrationtesting,military,functionaltesting,secretclearance,soapui,rest,bachelor'sdegree,microsoftexcel,python,softwaretesting,writingskills,restfulapi,jira,dodexperience,json,2years,bachelorofscience,confluence,scripting",https://www.simplyhired.com/job/6RQPID2v6pEFsUYymb0-2McS878NdwLoyEWBfMfOFRmUzh-iPA6kSw,Web Developer,,Remote,21,0,106450.0,1
759,Virtual Chief Information Officer (FT),100000.0,,0.0,0.0,1.0,Intelligent Technical Solutions,4.0,29.0,9.0,Full-time,"healthinsurance,disabilityinsurance,paidtimeoff,paidtraining,wellnessprogram","windows,it,customerrelationshipmanagement,operatingsystems,computerscience,projectmanagement,computernetworking,management,budgeting,communicationskills,telecommunication,leadership",https://www.simplyhired.com/job/WMtJcGldyM1RFndCfTQ3lceKQA_6nN3VGDbkAoM0zoL6wkFUly3UFQ,Others,senior,,12,5,,1
760,Storied Startup Engineer,90000.0,,0.0,0.0,1.0,Storied,,23.0,9.0,Full-time,flexibleschedule,"node.js,writingskills,googlecloudplatform,figma,analytics,computerscience,reactnative,ux,ci/cd,3years,react,softwaredevelopment,marketing,mongodb,databases,bootstrap",https://www.simplyhired.com/job/1OR_MicX4qV5KPsq_B8c-62E-CLGF1rAKaBSGwrbhXejma_JNGlsng,Others,,,16,1,,1
761,Data Engineer,130000.0,150000.0,0.0,0.0,1.0,Medecision,,,,Full-time,"healthinsurance,tuitionreimbursement,paidtimeoff,dentalinsurance,visioninsurance,401(k)","oop,computerscience,back-enddevelopment,communicationskills,9years,googlecloudplatform,8years,apache,bachelor'sdegree,bigdata,scrum,nosql,healthcaremanagement,agile,designpatterns,python,aws,kubernetes,softwaredevelopment,ai,safe,java,sql,10years",https://www.simplyhired.com/job/o8Q-kG-Mou4H_-KW2PViTJI-NB3GHC1bt6eZczXR0NZdU3Stg_b9Gg,Data Engineer,,,24,6,140000.0,1
762,Penetration Tester,107000.0,136000.0,0.0,0.0,1.0,Bishop Fox,3.5,,,nan,nan,"windows,computerscience,linux,powershell,authentication,javascript,operatingsystems,networksecurity,oscp,s3,businessrequirements,ruby,macos,encryption,4years,python,computernetworking,aws,identity&accessmanagement,java,customerservice,informationsecurity,scripting,vulnerabilityassessment",https://www.simplyhired.com/job/6gKKhFkraLL0jhUG-pP8pNIikaHp417J3UxjlPeOqQrUCQjlql9SiQ,Others,,,24,0,121500.0,0
763,Sr. Data Analyst & Administrator (Remote),108000.0,136000.0,0.0,0.0,1.0,CorEvitas,2.5,27.0,9.0,nan,nan,"bachelor'sdegree,under1year,encryption,sql,noexperienceneeded,python,microsoftsqlserver,aws,bachelorofscience,relationaldatabases,leadership",https://www.simplyhired.com/job/QNGNnoJ2cpk83t8sS2BnA1XPFDgXJAWQ3KzJ-kkU34-WorMHAfWU3w,Analyst,senior,Remote,11,0,122000.0,0
764,Marketing Data Analyst,73700.0,93300.0,0.0,0.0,1.0,Crucial Learning,5.0,6.0,10.0,Full-time,"healthinsurance,lifeinsurance,retirementplan","computerskills,attributionmodeling,bachelor'sdegree,microsoftexcel,forecasting,seotools,business,sql,b2b,analysisskills,etl,datavisualization,communicationskills,dataanalysisskills,marketing,salesforce,seo,googleads",https://www.simplyhired.com/job/FLBagiKOz6TXv10_4QAyR5Kx5R2k6CF6hun-sCEo4Rjiq4m3eb4FsA,Analyst,,,18,3,83500.0,1
765,I/S Team Lead - Member Enrollment Processing,76400.0,96700.0,0.0,0.0,1.0,BlueCross BlueShield of Tennessee,3.9,5.0,10.0,Full-time,nan,"computerskills,it,processmanagement,microsoftoffice,computerscience,5years,processimprovement,management,organizationalskills,bachelor'sdegree,leansixsigma,leadership",https://www.simplyhired.com/job/5Za01mXAj3_aJuNn5Mf6BhKi3QoUYvLFV58PYDmp6wbt9Q9ranH3Tg,Others,senior,,12,0,86550.0,1
766,"Software Engineer, iOS - Monetization",143000.0,204000.0,0.0,0.0,1.0,Meta,4.1,4.0,10.0,nan,nan,"computerengineering,c++,ios,swift,multithreading,computerscience,unittesting,management,machinelearning,apis,objective-c,softwaredevelopment,bachelor'sdegree,sdks,ai,2years,iosdevelopment",https://www.simplyhired.com/job/BpDehG9ttexTpM-XOXm-ESJUvcITO4H_wSm-XHKjGg6NC4w0XxyedA,Software Engineer,,,17,0,173500.0,0
767,Sr. Software Engineer I (Data Engineering Lead),108700.0,149300.0,0.0,0.0,1.0,Yum! Brands,3.7,3.0,10.0,nan,"healthinsurance,matchinggiftprogram,disabilityinsurance,parentalleave,401(k)matching,paidsicktime,healthsavingsaccount,dentalinsurance,lifeinsurance,ad&dinsurance,401(k)6%match,401(k),flexiblespendingaccount,visioninsurance","pl/sql,git,kafka,devops,shellscripting,javascript,bachelor'sdegree,bigdata,postgresql,go,python,tableau,aws,docker,sql,gitlab,json,2years,datastructures,scripting",https://www.simplyhired.com/job/MKayMaH9re_8Gw0_L-5mN_k0DkTMUOCciih2sEYEG6jwPCgv4GGI6g,Software Engineer,senior,,20,14,129000.0,0
768,Junior Angular Developer,75000.0,85000.0,0.0,0.0,1.0,CARES Program,3.0,6.0,10.0,Full-time,"healthinsurance,paidtimeoff,dentalinsurance","english,windows,continuousintegration,computerscience,linux,git,communicationskills,master'sdegree,angular,devops,jenkins,front-enddevelopment,webservices,3years,management,bachelor'sdegree,ssh,microsoftoffice,css,designpatterns,softwaretesting,softwaredevelopment,1year,java,jira,apis",https://www.simplyhired.com/job/ZzVau9x9716wI0R0RcTR5U0BcbiwNuK9cP96PCUKqDX59MHTpPmMIA,Software Developer,junior,,26,3,80000.0,1
769,Senior Software Engineer - Data Engineering & Internal Products,101000.0,128000.0,0.0,0.0,1.0,Clever,3.6,,,nan,"paidparentalleave,paidtimeoff,dentalinsurance,parentalleave,unlimitedpaidtimeoff,visioninsurance","dataanalytics,sso,spark,s3,aws,communicationskills",https://www.simplyhired.com/job/DXdIFqD7JIEBKpIIVr7cOqg_f4agVVbh8oYASNSgfvVNxpGG0eMmMQ,Software Engineer,senior,,6,6,114500.0,0
770,Ansible Automation Engineer,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","healthinsurance,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,401(k)","terraform,docker,ansible,computerscience,awscertification,python,ci/cd,topsecretclearance,aws,kubernetes,bachelor'sdegree,devops",https://www.simplyhired.com/job/GPQDSRBN2xrpmVJKq83n2rHGRLqNhF_aqQBlIXBNr5bwMsqDmH2ENQ,Others,,,12,9,170000.0,2
771,Software Engineer - Message Ops,80900.0,102000.0,0.0,0.0,1.0,CDW,3.7,,,Full-time,nan,"writingskills,restfulapi,business,computerscience,asp.netcore,softwaretesting,2years,softwaredevelopment,debugging,bachelor'sdegree,devops",https://www.simplyhired.com/job/MUsxl4XxfnVr0My9UTZqKhlIF6aL-CKnXjw_5mH67d3-syqmuK_izg,Software Engineer,,,11,0,91450.0,1
772,Senior Software Engineer,120000.0,180000.0,0.0,0.0,1.0,Pearl Health,,6.0,10.0,nan,healthinsurance,"databases,computerscience,naturallanguageprocessing,python,machinelearning,communicationskills,ai,under1year,systemdesign,full-stackdevelopment,apis,relationaldatabases,devops",https://www.simplyhired.com/job/6rc1IkwSn7wCrSYGTmzI_B8P9M7_1AtVCIexuCjQ-FasE-Orjb3fKQ,Software Engineer,senior,,13,1,150000.0,0
773,Associate Technical Consultant,72600.0,92000.0,0.0,0.0,1.0,Domo,3.7,,,nan,nan,"pivottables,nosql,windows,oracle,datamodeling,microsoftexcel,computerscience,vba,sql,linux,mysql,3years,etl,microsoftsqlserver,bachelor'sdegree,datastructures,mongodb,businessintelligence",https://www.simplyhired.com/job/ekeMmovbYG6eOWXCpjkOotG5ztF-bZaOfS2Cvrx8HO5cUpR3kvxoTg,Others,,,18,0,82300.0,0
